"","RETAILER","VOLUME","DISP","PRICE"
"2618","NEW ENGLAND (NORTH) - SHOP N SAVE",9392,0.339,2.106367
"2619","SAN ANT/CORPUS CHR - H E BUTT",21478,0.289,2.920011
"2620","BIRMINGHAM/MONTGOM - BRUNOS",11627,0.079620072,2.280898
"2621","BIRMINGHAM/MONTGOM - KROGER",1959,0.305,2.25319
"2622","BIRMINGHAM/MONTGOM - WINN DIXIE",6678,0.047595721,2.288859
"2623","HARRISBURG/SCRANTN - GIANT FOOD STO",2017,0.4335,2.3882
"2624","NEW YORK (NEW) - A & P",4319,0,4.349618
"2625","NEW YORK (NEW) - PATHMARK",3911,0.055066079,4.386346
"2626","NEW YORK (NEW) - WALDBAUMS",1702,0,4.484724
"2627","ROANOKE (NEW) - FOOD LION",3192,0.024094615,2.493734
"2628","ROANOKE (NEW) - KROGER CO",6928,0.051203368,2.477627
"2629","LOS ANGELES - LUCKY",18502,0.158,2.902281
"2630","LOS ANGELES - RALPHS",5635,0.245,3.053416
"2631","LOS ANGELES - VONS",8594,0,3.553409
"2632","CHICAGO - DOMINICK",7388,0.48,3.226448
"2633","CHICAGO - JEWEL",13695,0,3.270391
"2634","CHICAGO - OMNI",3500,0.187,2.742571
"2635","HOUSTON - KROGER CO",13951,0.105,2.450864
"2636","HOUSTON - RANDALLS",3219,0,3.682199
"2637","PITTSBURGH - GIANT EAGLE",2715,0.2835,3.327072
"2638","DETROIT - FARMER JACKS",7361,0.04189126,2.72232
"2639","DETROIT - KROGER CO",5748,0.0355,2.721294
"2640","CLEVELAND - STOP N SHOP",3484,0.077791599,2.941447
"2641","ST. LOUIS - NATIONAL SUPER",2985,0.071,3.286432
"2642","ST. LOUIS - SCHNUCK MARKETS",8356,0.355,2.653303
"2643","DALLAS/FT. WORTH - ALBERTSONS",3717,0.322,3.453054
"2644","DALLAS/FT. WORTH - KROGER CO",2456,0,2.653094
"2645","DALLAS/FT. WORTH - TOM THUMB",3681,0.203,3.33931
"2646","DALLAS/FT. WORTH - WINN DIXIE",2167,0.127,2.386248
"2647","BOSTON - SHAWS",3060,0,2.429412
"2648","BOSTON - STAR MARKET",559,0.044,3.135957
"2649","BOSTON - STOP & SHOP",2717,0,2.558336
"2650","SAN FRANCISCO - LUCKY",11119,0.233674998,3.201907
"2651","TAMPA/ST. PETE - KASH N KARRY",4170,0.046743172,2.986331
"2652","TAMPA/ST. PETE - PUBLIX",4420,0,2.771719
"2653","TAMPA/ST. PETE - WINN DIXIE",4886,0.031840944,2.746828
"2654","DENVER - KING SOOPERS INC",4296,0.189,3.810056
"2655","PHILADELPHIA - ACME MARKET",3600,0.1485,3.670556
"2656","ATLANTA - KROGER CO",3712,0,3.351024
"2657","ATLANTA - WINN DIXIE",3212,0,2.563823
"2658","CINCINNATI - KROGER CO",4901,0.111,3.005917
"2659","INDIANAPOLIS - KROGER CO",4545,0.191,2.653465
"2660","OKLAHOMA CITY - HOMELAND",1271,0.392,3.072384
"2661","SACRAMENTO - RALEYS",1973,0.4355,3.665484
"2662","SAN DIEGO - LUCKY",4186,0.169,3.104396
"2663","SAN DIEGO - RALPHS",2168,0.473,3.053506
"2664","SALT LAKE CITY - SMITHS FOOD",2523,0.6,3.053508
"2665","PHOENIX - SAFEWAY",1041,0.307,3.587896
"2666","PHOENIX - FRY'S FOOD STORE",2232,0,2.520161
"2667","PHOENIX - SMITHS FOOD",1061,0.482,3.318567
"2668","MIAMI - PUBLIX",9996,0.00640128,2.630752
"2669","MIAMI - WINN DIXIE",8091,0,2.506859
"2670","NASHVILLE - KROGER CO",4212,0.358,2.273742
"2671","RALEIGH/GREENSBORO - WINN DIXIE",2201,0.032400772,2.77692
"2672","RALEIGH/GREENSBORO - FOOD LION",4604,0.022450503,2.438097
"2673","ALBANY,NY - PRICE CHOPPER",632,0.128,2.946203
"2674","BALTI/WASH - GIANT FOOD INC",4837,0.174,3.778375
"2675","BALTI/WASH - SAFEWAY",4489,0.058,3.98708
"2676","BALTI/WASH - SUPER FRESH",1296,0,3.896605
"2677","MILWAUKEE - KOHLS FOOD STORE",1430,0,3.167133
"2678","NEW ORLEANS - WINN DIXIE",4331,0,2.762641
"2679","BUFFALO/ROCHESTER - TOPS MARKETS",2232,0,3.320341
"2680","BUFFALO/ROCHESTER - WEGMANS",2959,0.022591463,3.353836
"2681","CHARLOTTE - BI LO",1479,0.481,2.386072
"2682","CHARLOTTE - HARRIS TEETER",1829,0.057,2.459814
"2683","CHARLOTTE - WINN DIXIE",2425,0.233,2.865155
"2684","CHARLOTTE - FOOD LION",4171,0.020052836,2.390794
"2685","HARTFORD - STOP & SHOP",1697,0,3.347672
"2686","JACKSONVILLE,FL - PUBLIX",1701,0.043,2.764256
"2687","JACKSONVILLE,FL - WINN DIXIE",3609,0.079275201,2.434192
"2688","JACKSONVILLE,FL - FOOD LION",1370,0.238474979,2.416788
"2689","LOUISVILLE - KROGER CO",4618,0.3715,2.443482
"2690","LOUISVILLE - WINN DIXIE",1809,0,2.599226
"2691","RICHMOND/NORFOLK - FOOD LION",5313,0.065158716,2.447205
"2692","RICHMOND/NORFOLK - NEW FARM FRESH",3609,0.160650043,2.798559
"2693","COLUMBUS,OH - BIG BEAR",941,0.052391401,3.534538
"2694","COLUMBUS,OH - KROGER CO",2314,0,3.58643
"2695","LITTLE ROCK - HARVEST FOODS",2006,0.076729204,2.697408
"2696","WICHITA - DILLON COMPANIES",1545,0.25,3.693204
"2697","SOUTH CAROLINA - BI LO",10393,0.605,2.386799
"2698","SOUTH CAROLINA - FOOD LION",4690,0,2.704264
"2699","SOUTH CAROLINA - WINN DIXIE",4691,0.228,2.386485
"2700","ORLANDO,FL - PUBLIX",4688,0,2.750853
"2701","ORLANDO,FL - WINN DIXIE",3881,0.01076149,2.438804
"2702","ORLANDO,FL - FOOD LION",877,0.044851716,2.419612
"2703","SYRACUSE - P & C FOOD MARKE",1449,0,3.200828
"2704","SYRACUSE - PRICE CHOPPER",458,0,2.884279
"2705","SYRACUSE - WEGMANS",863,0.202,3.491309
"2706","NEW ENGLAND (NORTH) - SHOP N SAVE",9565,0.229,2.106743
"2707","SAN ANT/CORPUS CHR - H E BUTT",16244,0.348,3.319934
"2708","BIRMINGHAM/MONTGOM - BRUNOS",11637,0.07525448,2.291828
"2709","BIRMINGHAM/MONTGOM - KROGER",1859,0.305,2.253362
"2710","BIRMINGHAM/MONTGOM - WINN DIXIE",6294,0.020868605,2.28551
"2711","HARRISBURG/SCRANTN - GIANT FOOD STO",1222,0.187,3.023732
"2712","NEW YORK (NEW) - A & P",6708,0.056284519,3.333333
"2713","NEW YORK (NEW) - PATHMARK",30327,0.225085966,3.060606
"2714","NEW YORK (NEW) - WALDBAUMS",1684,0,4.491093
"2715","ROANOKE (NEW) - FOOD LION",3345,0.021203823,2.457698
"2716","ROANOKE (NEW) - KROGER CO",7534,0.015306755,2.478232
"2717","LOS ANGELES - LUCKY",19035,0.1165,2.904334
"2718","LOS ANGELES - RALPHS",5250,0.188,3.053524
"2719","LOS ANGELES - VONS",5503,0,3.485735
"2720","CHICAGO - DOMINICK",23901,0.627,2.519978
"2721","CHICAGO - JEWEL",13376,0,3.259345
"2722","CHICAGO - OMNI",3440,0,2.68343
"2723","HOUSTON - KROGER CO",10752,0.058,2.704799
"2724","HOUSTON - RANDALLS",6754,0.116,3.639029
"2725","PITTSBURGH - GIANT EAGLE",2417,0.019910935,3.310716
"2726","DETROIT - FARMER JACKS",7240,0.026403202,2.719061
"2727","DETROIT - KROGER CO",4842,0,2.727592
"2728","CLEVELAND - STOP N SHOP",3187,0,2.943521
"2729","ST. LOUIS - NATIONAL SUPER",2743,0.146,3.303682
"2730","ST. LOUIS - SCHNUCK MARKETS",8163,0.069432099,2.674629
"2731","DALLAS/FT. WORTH - ALBERTSONS",3172,0.322,3.452711
"2732","DALLAS/FT. WORTH - KROGER CO",3635,0,2.653645
"2733","DALLAS/FT. WORTH - TOM THUMB",3432,0.203,3.273601
"2734","DALLAS/FT. WORTH - WINN DIXIE",2099,0.441,2.386851
"2735","BOSTON - SHAWS",2912,0,2.430975
"2736","BOSTON - STAR MARKET",743,0.044,3.126514
"2737","BOSTON - STOP & SHOP",2825,0,2.572035
"2738","SAN FRANCISCO - LUCKY",10899,0.181283889,3.22525
"2739","TAMPA/ST. PETE - KASH N KARRY",3797,0.046743172,3.032394
"2740","TAMPA/ST. PETE - PUBLIX",6302,0,2.764043
"2741","TAMPA/ST. PETE - WINN DIXIE",4000,0,2.90275
"2742","DENVER - KING SOOPERS INC",3884,0.155,3.808187
"2743","PHILADELPHIA - ACME MARKET",2997,0.063,3.681682
"2744","ATLANTA - KROGER CO",3526,0,3.3616
"2745","ATLANTA - WINN DIXIE",3277,0,2.559048
"2746","CINCINNATI - KROGER CO",5258,0.111,2.989159
"2747","INDIANAPOLIS - KROGER CO",3998,0.352,2.653077
"2748","OKLAHOMA CITY - HOMELAND",938,0.384,3.245203
"2749","SACRAMENTO - RALEYS",1935,0.431,3.020155
"2750","SAN DIEGO - LUCKY",4890,0.2855,3.094274
"2751","SAN DIEGO - RALPHS",2237,0.152,3.05409
"2752","SALT LAKE CITY - SMITHS FOOD",2093,0.524,3.052556
"2753","PHOENIX - SAFEWAY",895,0.307,3.586592
"2754","PHOENIX - FRY'S FOOD STORE",1727,0,3.587724
"2755","PHOENIX - SMITHS FOOD",1314,0.384,2.667428
"2756","MIAMI - PUBLIX",10701,0.0625,2.632745
"2757","MIAMI - WINN DIXIE",7681,0,2.512433
"2758","NASHVILLE - KROGER CO",4608,0.158,2.253038
"2759","RALEIGH/GREENSBORO - WINN DIXIE",1466,0.026748631,2.92633
"2760","RALEIGH/GREENSBORO - FOOD LION",4719,0,2.446493
"2761","ALBANY,NY - PRICE CHOPPER",561,0,2.937611
"2762","BALTI/WASH - GIANT FOOD INC",3994,0.126,3.794942
"2763","BALTI/WASH - SAFEWAY",3838,0.116,3.987233
"2764","BALTI/WASH - SUPER FRESH",1310,0,3.90458
"2765","MILWAUKEE - KOHLS FOOD STORE",2368,0,3.140203
"2766","NEW ORLEANS - WINN DIXIE",3930,0,2.773791
"2767","BUFFALO/ROCHESTER - TOPS MARKETS",2197,0,2.417843
"2768","BUFFALO/ROCHESTER - WEGMANS",3000,0.031333333,3.355667
"2769","CHARLOTTE - BI LO",1817,0.167,2.386351
"2770","CHARLOTTE - HARRIS TEETER",1534,0.0565,2.492829
"2771","CHARLOTTE - WINN DIXIE",2224,0.2905,2.876799
"2772","CHARLOTTE - FOOD LION",4362,0.059612002,2.465154
"2773","HARTFORD - STOP & SHOP",1936,0,3.343492
"2774","JACKSONVILLE,FL - PUBLIX",2058,0.011567251,2.771623
"2775","JACKSONVILLE,FL - WINN DIXIE",3361,0.079674042,2.433502
"2776","JACKSONVILLE,FL - FOOD LION",1203,0.13453789,2.389859
"2777","LOUISVILLE - KROGER CO",2721,0.041695396,2.62771
"2778","LOUISVILLE - WINN DIXIE",1582,0,2.600506
"2779","RICHMOND/NORFOLK - FOOD LION",5328,0.148359716,2.56738
"2780","RICHMOND/NORFOLK - NEW FARM FRESH",2902,0.112329941,2.857684
"2781","COLUMBUS,OH - BIG BEAR",927,0,3.545847
"2782","COLUMBUS,OH - KROGER CO",9987,0.705,2.386603
"2783","LITTLE ROCK - HARVEST FOODS",2052,0.088299748,2.70078
"2784","WICHITA - DILLON COMPANIES",1710,0.21,3.373684
"2785","SOUTH CAROLINA - BI LO",10037,0.506,2.386669
"2786","SOUTH CAROLINA - FOOD LION",5853,0.046387342,2.940885
"2787","SOUTH CAROLINA - WINN DIXIE",3013,0,2.386658
"2788","ORLANDO,FL - PUBLIX",6354,0.062,2.743469
"2789","ORLANDO,FL - WINN DIXIE",3712,0,2.557112
"2790","ORLANDO,FL - FOOD LION",801,0.017368795,2.403246
"2791","SYRACUSE - P & C FOOD MARKE",1547,0.366,3.252101
"2792","SYRACUSE - PRICE CHOPPER",391,0,2.85422
"2793","SYRACUSE - WEGMANS",781,0.132666667,3.490397
"2794","NEW ENGLAND (NORTH) - SHOP N SAVE",8766,0.229,2.106662
"2795","SAN ANT/CORPUS CHR - H E BUTT",14612,0.396,3.263824
"2796","BIRMINGHAM/MONTGOM - BRUNOS",11663,0.071266968,2.334991
"2797","BIRMINGHAM/MONTGOM - KROGER",1918,0,2.252868
"2798","BIRMINGHAM/MONTGOM - WINN DIXIE",6298,0.03110549,2.277866
"2799","HARRISBURG/SCRANTN - GIANT FOOD STO",1107,0.188,3.009937
"2800","NEW YORK (NEW) - A & P",4512,0.054112615,3.494238
"2801","NEW YORK (NEW) - PATHMARK",3442,0.123101418,4.385822
"2802","NEW YORK (NEW) - WALDBAUMS",1904,0,4.5
"2803","ROANOKE (NEW) - FOOD LION",2921,0.050287571,2.546731
"2804","ROANOKE (NEW) - KROGER CO",5403,0.020891808,2.49417
"2805","LOS ANGELES - LUCKY",15217,0.1165,2.90642
"2806","LOS ANGELES - RALPHS",4685,0.176,3.053148
"2807","LOS ANGELES - VONS",6371,0,3.468843
"2808","CHICAGO - DOMINICK",8462,0.397,3.136374
"2809","CHICAGO - JEWEL",16140,0.076304819,3.129926
"2810","CHICAGO - OMNI",2587,0,2.651334
"2811","HOUSTON - KROGER CO",8726,0.058,2.705134
"2812","HOUSTON - RANDALLS",4469,0.048333333,3.334303
"2813","PITTSBURGH - GIANT EAGLE",2335,0.1685,3.327195
"2814","DETROIT - FARMER JACKS",7368,0.008375721,2.686754
"2815","DETROIT - KROGER CO",5110,0,2.727202
"2816","CLEVELAND - STOP N SHOP",2905,0.02080035,3.089501
"2817","ST. LOUIS - NATIONAL SUPER",1654,0,3.605804
"2818","ST. LOUIS - SCHNUCK MARKETS",9967,0.1445,2.470553
"2819","DALLAS/FT. WORTH - ALBERTSONS",3480,0.322,3.453161
"2820","DALLAS/FT. WORTH - KROGER CO",3267,0,3.727885
"2821","DALLAS/FT. WORTH - TOM THUMB",3566,0.1015,3.333146
"2822","DALLAS/FT. WORTH - WINN DIXIE",2290,0.441,2.386463
"2823","BOSTON - SHAWS",3027,0,2.425504
"2824","BOSTON - STAR MARKET",535,0,3.123364
"2825","BOSTON - STOP & SHOP",2234,0,2.537153
"2826","SAN FRANCISCO - LUCKY",9022,0.2,3.668699
"2827","TAMPA/ST. PETE - KASH N KARRY",3289,0.049502721,3.079355
"2828","TAMPA/ST. PETE - PUBLIX",5177,0,2.778636
"2829","TAMPA/ST. PETE - WINN DIXIE",4039,0.034251675,2.868284
"2830","DENVER - KING SOOPERS INC",4856,0.113,3.460873
"2831","PHILADELPHIA - ACME MARKET",3059,0.088073309,3.608369
"2832","ATLANTA - KROGER CO",3256,0,3.353194
"2833","ATLANTA - WINN DIXIE",3249,0,2.552478
"2834","CINCINNATI - KROGER CO",5458,0.141,3.07915
"2835","INDIANAPOLIS - KROGER CO",3997,0.238,2.65374
"2836","OKLAHOMA CITY - HOMELAND",1438,0.119225895,3.157163
"2837","SACRAMENTO - RALEYS",2988,0.64,3.320281
"2838","SAN DIEGO - LUCKY",4617,0.058,3.087719
"2839","SAN DIEGO - RALPHS",1757,0.151,3.052931
"2840","SALT LAKE CITY - SMITHS FOOD",2053,0.524,3.05358
"2841","PHOENIX - SAFEWAY",954,0.307,3.58805
"2842","PHOENIX - FRY'S FOOD STORE",1523,0,3.585686
"2843","PHOENIX - SMITHS FOOD",2729,0.482,3.32063
"2844","MIAMI - PUBLIX",9612,0.0745,2.634831
"2845","MIAMI - WINN DIXIE",7507,0,2.518716
"2846","NASHVILLE - KROGER CO",4437,0.104,1.986477
"2847","RALEIGH/GREENSBORO - WINN DIXIE",1610,0.026333837,2.971429
"2848","RALEIGH/GREENSBORO - FOOD LION",3747,0.036803698,2.666667
"2849","ALBANY,NY - PRICE CHOPPER",604,0,2.937086
"2850","BALTI/WASH - GIANT FOOD INC",4656,0,3.794244
"2851","BALTI/WASH - SAFEWAY",4035,0.058,3.986617
"2852","BALTI/WASH - SUPER FRESH",1128,0,3.881206
"2853","MILWAUKEE - KOHLS FOOD STORE",1463,0.123,3.150376
"2854","NEW ORLEANS - WINN DIXIE",3984,0,2.794428
"2855","BUFFALO/ROCHESTER - TOPS MARKETS",49290,0.119640063,1.706695
"2856","BUFFALO/ROCHESTER - WEGMANS",2595,0.026333333,3.373025
"2857","CHARLOTTE - BI LO",1903,0.301,2.386758
"2858","CHARLOTTE - HARRIS TEETER",1623,0.025793478,2.500308
"2859","CHARLOTTE - WINN DIXIE",2257,0.2905,2.975188
"2860","CHARLOTTE - FOOD LION",4198,0.073139721,2.592663
"2861","HARTFORD - STOP & SHOP",1677,0,3.36613
"2862","JACKSONVILLE,FL - PUBLIX",1487,0.007083333,2.799597
"2863","JACKSONVILLE,FL - WINN DIXIE",3671,0.026194308,2.432307
"2864","JACKSONVILLE,FL - FOOD LION",1059,0.229387476,2.454202
"2865","LOUISVILLE - KROGER CO",3090,0.047310345,2.969256
"2866","LOUISVILLE - WINN DIXIE",1884,0,2.599257
"2867","RICHMOND/NORFOLK - FOOD LION",4663,0.027163887,2.628565
"2868","RICHMOND/NORFOLK - NEW FARM FRESH",3052,0,2.807339
"2869","COLUMBUS,OH - BIG BEAR",873,0,3.538373
"2870","COLUMBUS,OH - KROGER CO",11164,0.046263941,2.386689
"2871","LITTLE ROCK - HARVEST FOODS",1944,0.049291785,2.689815
"2872","WICHITA - DILLON COMPANIES",1446,0.144,3.327109
"2873","SOUTH CAROLINA - BI LO",9761,0.506,2.386641
"2874","SOUTH CAROLINA - FOOD LION",5572,0.055845335,2.89878
"2875","SOUTH CAROLINA - WINN DIXIE",2747,0,2.386968
"2876","ORLANDO,FL - PUBLIX",5147,0,2.763163
"2877","ORLANDO,FL - WINN DIXIE",3727,0.026864188,2.754226
"2878","ORLANDO,FL - FOOD LION",782,0.0678397,2.373402
"2879","SYRACUSE - P & C FOOD MARKE",719,0,3.293463
"2880","SYRACUSE - PRICE CHOPPER",522,0,2.802682
"2881","SYRACUSE - WEGMANS",717,0.053,3.485356
"2882","NEW ENGLAND (NORTH) - SHOP N SAVE",9993,0.228,2.106475
"2883","SAN ANT/CORPUS CHR - H E BUTT",27348,0.348,2.653357
"2884","BIRMINGHAM/MONTGOM - BRUNOS",10902,0.096891775,2.554669
"2885","BIRMINGHAM/MONTGOM - KROGER",2091,0,2.030129
"2886","BIRMINGHAM/MONTGOM - WINN DIXIE",5762,0.050236995,2.280285
"2887","HARRISBURG/SCRANTN - GIANT FOOD STO",1072,0.075559809,2.591418
"2888","NEW YORK (NEW) - A & P",6194,0.057018088,2.709558
"2889","NEW YORK (NEW) - PATHMARK",3156,0.099964267,4.386882
"2890","NEW YORK (NEW) - WALDBAUMS",1631,0,4.498467
"2891","ROANOKE (NEW) - FOOD LION",2710,0.123999219,2.829151
"2892","ROANOKE (NEW) - KROGER CO",5397,0.023037835,2.483046
"2893","LOS ANGELES - LUCKY",13295,0.1165,3.2434
"2894","LOS ANGELES - RALPHS",5421,0.155,3.053496
"2895","LOS ANGELES - VONS",6399,0,3.491639
"2896","CHICAGO - DOMINICK",8194,0.574,3.110081
"2897","CHICAGO - JEWEL",14454,0.027956989,3.108897
"2898","CHICAGO - OMNI",2497,0,2.63356
"2899","HOUSTON - KROGER CO",9029,0.058,2.722339
"2900","HOUSTON - RANDALLS",5106,0.115666667,3.289659
"2901","PITTSBURGH - GIANT EAGLE",2586,0.0635,3.326373
"2902","DETROIT - FARMER JACKS",8556,0.030973277,2.643525
"2903","DETROIT - KROGER CO",4680,0,2.768803
"2904","CLEVELAND - STOP N SHOP",3261,0.016427176,3.103649
"2905","ST. LOUIS - NATIONAL SUPER",2361,0,3.372723
"2906","ST. LOUIS - SCHNUCK MARKETS",42084,0.353242938,1.999976
"2907","DALLAS/FT. WORTH - ALBERTSONS",3626,0.186,3.052951
"2908","DALLAS/FT. WORTH - KROGER CO",1978,0,3.736603
"2909","DALLAS/FT. WORTH - TOM THUMB",3257,0,3.338655
"2910","DALLAS/FT. WORTH - WINN DIXIE",2034,0.441,2.386922
"2911","BOSTON - SHAWS",3003,0,2.425907
"2912","BOSTON - STAR MARKET",759,0,3.13834
"2913","BOSTON - STOP & SHOP",4126,0,2.386815
"2914","SAN FRANCISCO - LUCKY",9324,0.169666667,3.700236
"2915","TAMPA/ST. PETE - KASH N KARRY",3519,0,3.1185
"2916","TAMPA/ST. PETE - PUBLIX",5088,0,2.763168
"2917","TAMPA/ST. PETE - WINN DIXIE",4174,0,2.887159
"2918","DENVER - KING SOOPERS INC",11184,0.1205,2.716917
"2919","PHILADELPHIA - ACME MARKET",10689,0.1395,2.653382
"2920","ATLANTA - KROGER CO",3200,0,3.423437
"2921","ATLANTA - WINN DIXIE",3017,0,2.568114
"2922","CINCINNATI - KROGER CO",12952,0.198,2.386736
"2923","INDIANAPOLIS - KROGER CO",4448,0.238,2.653327
"2924","OKLAHOMA CITY - HOMELAND",5611,0.419043689,2.535733
"2925","SACRAMENTO - RALEYS",1854,0.555,3.852211
"2926","SAN DIEGO - LUCKY",4283,0,3.345786
"2927","SAN DIEGO - RALPHS",1761,0,3.052811
"2928","SALT LAKE CITY - SMITHS FOOD",2098,0.632,3.053384
"2929","PHOENIX - SAFEWAY",1205,0.307,3.586722
"2930","PHOENIX - FRY'S FOOD STORE",4640,0,2.653448
"2931","PHOENIX - SMITHS FOOD",1780,0.649,3.320787
"2932","MIAMI - PUBLIX",10279,0.045,2.646853
"2933","MIAMI - WINN DIXIE",7794,0,2.533231
"2934","NASHVILLE - KROGER CO",4756,0.18,1.986754
"2935","RALEIGH/GREENSBORO - WINN DIXIE",1652,0.018478332,3.00908
"2936","RALEIGH/GREENSBORO - FOOD LION",4190,0.03580694,2.683532
"2937","ALBANY,NY - PRICE CHOPPER",746,0,2.928954
"2938","BALTI/WASH - GIANT FOOD INC",4330,0,3.759815
"2939","BALTI/WASH - SAFEWAY",4321,0.058,4.120574
"2940","BALTI/WASH - SUPER FRESH",1313,0,3.887281
"2941","MILWAUKEE - KOHLS FOOD STORE",3414,0.053149822,3.133568
"2942","NEW ORLEANS - WINN DIXIE",3954,0,2.788316
"2943","BUFFALO/ROCHESTER - TOPS MARKETS",5084,0.0153125,3.195122
"2944","BUFFALO/ROCHESTER - WEGMANS",2754,0.053333333,3.390704
"2945","CHARLOTTE - BI LO",1803,0.482,2.386578
"2946","CHARLOTTE - HARRIS TEETER",1634,0.039360864,2.49694
"2947","CHARLOTTE - WINN DIXIE",2516,0.291,2.889507
"2948","CHARLOTTE - FOOD LION",4137,0.083724012,2.717428
"2949","HARTFORD - STOP & SHOP",6837,0,2.386573
"2950","JACKSONVILLE,FL - PUBLIX",1673,0.007142263,2.764495
"2951","JACKSONVILLE,FL - WINN DIXIE",4063,0.088855823,2.448191
"2952","JACKSONVILLE,FL - FOOD LION",1292,0.160270127,2.444272
"2953","LOUISVILLE - KROGER CO",2528,0,2.691851
"2954","LOUISVILLE - WINN DIXIE",1966,0,2.599695
"2955","RICHMOND/NORFOLK - FOOD LION",5533,0.034616303,2.750226
"2956","RICHMOND/NORFOLK - NEW FARM FRESH",2546,0.074301018,2.846426
"2957","COLUMBUS,OH - BIG BEAR",1437,0,3.551844
"2958","COLUMBUS,OH - KROGER CO",7842,0.219,2.393267
"2959","LITTLE ROCK - HARVEST FOODS",2193,0.070736441,2.675331
"2960","WICHITA - DILLON COMPANIES",1943,0.21,3.053525
"2961","SOUTH CAROLINA - BI LO",9557,0.386,2.386732
"2962","SOUTH CAROLINA - FOOD LION",5842,0.079323026,2.918521
"2963","SOUTH CAROLINA - WINN DIXIE",2699,0,2.38718
"2964","ORLANDO,FL - PUBLIX",5158,0.0285,2.766576
"2965","ORLANDO,FL - WINN DIXIE",4991,0.029804423,2.884192
"2966","ORLANDO,FL - FOOD LION",977,0.071650506,2.392016
"2967","SYRACUSE - P & C FOOD MARKE",1311,0.33,3.378337
"2968","SYRACUSE - PRICE CHOPPER",577,0,2.828423
"2969","SYRACUSE - WEGMANS",828,0.202,3.487923
"2970","NEW ENGLAND (NORTH) - SHOP N SAVE",8517,0.228,2.106728
"2971","SAN ANT/CORPUS CHR - H E BUTT",22490,0.418,3.040285
"2972","BIRMINGHAM/MONTGOM - BRUNOS",11184,0.066232516,2.522353
"2973","BIRMINGHAM/MONTGOM - KROGER",2319,0,2.026304
"2974","BIRMINGHAM/MONTGOM - WINN DIXIE",5426,0.052965686,2.279948
"2975","HARRISBURG/SCRANTN - GIANT FOOD STO",1382,0.188,2.960926
"2976","NEW YORK (NEW) - A & P",13070,0.059,2.653481
"2977","NEW YORK (NEW) - PATHMARK",3176,0.118038288,4.385705
"2978","NEW YORK (NEW) - WALDBAUMS",1541,0,4.455548
"2979","ROANOKE (NEW) - FOOD LION",2693,0.085118026,3.042332
"2980","ROANOKE (NEW) - KROGER CO",5667,0.015909046,2.538027
"2981","LOS ANGELES - LUCKY",10143,0.1165,3.233166
"2982","LOS ANGELES - RALPHS",7459,0.461,3.053492
"2983","LOS ANGELES - VONS",5912,0,3.574932
"2984","CHICAGO - DOMINICK",87495,0.715,1.319995
"2985","CHICAGO - JEWEL",11892,0.039269758,3.128322
"2986","CHICAGO - OMNI",8991,0.824,2.373373
"2987","HOUSTON - KROGER CO",8530,0.037,2.721336
"2988","HOUSTON - RANDALLS",10830,0.158,2.480517
"2989","PITTSBURGH - GIANT EAGLE",2436,0.012792417,3.325534
"2990","DETROIT - FARMER JACKS",7078,0.013508111,2.5
"2991","DETROIT - KROGER CO",3411,0,3.018763
"2992","CLEVELAND - STOP N SHOP",3038,0,3.087228
"2993","ST. LOUIS - NATIONAL SUPER",2653,0,3.369393
"2994","ST. LOUIS - SCHNUCK MARKETS",15483,0.031579468,2.266809
"2995","DALLAS/FT. WORTH - ALBERTSONS",4434,0.186,3.053451
"2996","DALLAS/FT. WORTH - KROGER CO",2071,0,3.706422
"2997","DALLAS/FT. WORTH - TOM THUMB",4031,0.0835,3.331679
"2998","DALLAS/FT. WORTH - WINN DIXIE",2570,0.442,2.38716
"2999","BOSTON - SHAWS",2467,0,2.44467
"3000","BOSTON - STAR MARKET",2490,0,2.519679
"3001","BOSTON - STOP & SHOP",2871,0,2.534657
"3002","SAN FRANCISCO - LUCKY",8671,0.238620613,3.687349
"3003","TAMPA/ST. PETE - KASH N KARRY",4422,0.039837955,2.885346
"3004","TAMPA/ST. PETE - PUBLIX",5136,0,2.784657
"3005","TAMPA/ST. PETE - WINN DIXIE",4133,0,2.903702
"3006","DENVER - KING SOOPERS INC",10754,0.1435,2.723824
"3007","PHILADELPHIA - ACME MARKET",2864,0.0925,3.634078
"3008","ATLANTA - KROGER CO",3481,0,3.409365
"3009","ATLANTA - WINN DIXIE",3244,0,2.672318
"3010","CINCINNATI - KROGER CO",9506,0.295,2.386598
"3011","INDIANAPOLIS - KROGER CO",4084,0.238,2.653036
"3012","OKLAHOMA CITY - HOMELAND",4080,0.222160194,2.426716
"3013","SACRAMENTO - RALEYS",1730,0.5625,3.852023
"3014","SAN DIEGO - LUCKY",2804,0.0685,3.340585
"3015","SAN DIEGO - RALPHS",2743,0.18,3.052862
"3016","SALT LAKE CITY - SMITHS FOOD",2530,0.711,3.05336
"3017","PHOENIX - SAFEWAY",1187,0.307,3.586352
"3018","PHOENIX - FRY'S FOOD STORE",2743,0,2.653664
"3019","PHOENIX - SMITHS FOOD",1910,0.649,3.320942
"3020","MIAMI - PUBLIX",9887,0.0385,2.646202
"3021","MIAMI - WINN DIXIE",9005,0,2.498168
"3022","NASHVILLE - KROGER CO",4336,0.036,1.986393
"3023","RALEIGH/GREENSBORO - WINN DIXIE",1753,0.024387069,3.01312
"3024","RALEIGH/GREENSBORO - FOOD LION",3793,0,2.799895
